"","Year","Area","Street","Street.2"
"1194",2011,"Birmingham","Moorestreetcitycentrebirmingham",NA
"1195",2011,"Birmingham","Moseleyparkalcesterstreet",NA
"1196",2011,"Birmingham","Navigationstbirmingham",NA
"1197",2011,"Birmingham","Navigationstreet",NA
"1198",2011,"Birmingham","Neartohairbeautysohoroad",NA
"1199",2011,"Birmingham","Newmeetingstreetcitycentre",NA
"1200",2011,"Birmingham","Newst",NA
"1201",2011,"Birmingham","Newstb'hamCityCentre",NA
"1202",2011,"Birmingham","Newstcitycentre",NA
"1203",2011,"Birmingham","Newstrailwaystation",NA
"1204",2011,"Birmingham","Newstrailwaystation",NA
"1205",2011,"Birmingham","Newstrailwaystation",NA
"1206",2011,"Birmingham","Newstbirmingham",NA
"1207",2011,"Birmingham","Newstreet",NA
"1208",2011,"Birmingham","Newstreet",NA
"1209",2011,"Birmingham","Newstreet",NA
"1210",2011,"Birmingham","Newstreet",NA
"1211",2011,"Birmingham","Newstreet",NA
"1212",2011,"Birmingham","Newstreet",NA
"1213",2011,"Birmingham","Newstreet",NA
"1214",2011,"Birmingham","Newstreet",NA
"1215",2011,"Birmingham","Newstreetstephensonstreet",NA
"1216",2011,"Birmingham","Newstreetcitycentrebirmingham",NA
"1217",2011,"Birmingham","Newstreetrailwaty",NA
"1218",2011,"Birmingham","Newstreetstation",NA
"1219",2011,"Birmingham","Newstreetstation",NA
"1220",2011,"Birmingham","Newstreetstation",NA
"1221",2011,"Birmingham","Newstreetstation",NA
"1222",2011,"Birmingham","Newstreetstationbirmingham",NA
"1223",2011,"Birmingham","Newstreetstationstationapproach",NA
"1224",2011,"Birmingham","Newstreetbirmingham",NA
"1225",2011,"Birmingham","Newstreetbirmingham",NA
"1226",2011,"Birmingham","Newstreetbirmingham",NA
"1227",2011,"Birmingham","Newstreetcitycentre",NA
"1228",2011,"Birmingham","Newstreetcitycentre",NA
"1229",2011,"Birmingham","Newstreetcitycentre",NA
"1230",2011,"Birmingham","Newstreetcitycentre",NA
"1231",2011,"Birmingham","Newtownhousingcentre",NA
"1232",2011,"Birmingham","Newtownrow",NA
"1233",2011,"Birmingham","Nextclearancestorecorporationstreet",NA
"1234",2011,"Birmingham","Ninevaroadaytsohord",NA
"1235",2011,"Birmingham","Notknown",NA
"1236",2011,"Birmingham","o/sBhamcrowncourt",NA
"1237",2011,"Birmingham","O/sFlairsBroadStreet",NA
"1238",2011,"Birmingham","o/sFlaresclubBroadStBirmingham",NA
"1239",2011,"Birmingham","O/SGatecrasherBroadStreet",NA
"1240",2011,"Birmingham","O/SMcDonaldsRampCityCentre",NA
"1241",2011,"Birmingham","O/snewstreetstation",NA
"1242",2011,"Birmingham","O/SOceaniaLadywellWalkBirmingham",NA
"1243",2011,"Birmingham","o/sReflexBroadStreetCityCentre",NA
"1244",2011,"Birmingham","o/sTheCrownPHStationRoad",NA
"1245",2011,"Birmingham","O/sWalkaboutBroadStreet",NA
"1246",2011,"Birmingham","O2academy",NA
"1247",2011,"Birmingham","O2academyhorsefair",NA
"1248",2011,"Birmingham","Ohbarbroadstreetbirmingham",NA
"1249",2011,"Birmingham","O'NeilsBroadStreetBirmingham",NA
"1250",2011,"Birmingham","Osbirminghammagistratescourt",NA
"1251",2011,"Birmingham","Osdublinerph",NA
"1252",2011,"Birmingham","Outsideblissbroadstreet",NA
"1253",2011,"Birmingham","Outsideblissnightclub",NA
"1254",2011,"Birmingham","Outsideblissnightclub",NA
"1255",2011,"Birmingham","Outsideblissbroadstreet",NA
"1256",2011,"Birmingham","Outsideovelvetbroadst",NA
"1257",2011,"Birmingham","Outsideoceanaclub",NA
"1258",2011,"Birmingham","Outsidereflexnightclub",NA
"1259",2011,"Birmingham","Outsiderevolutionbridgestwalsal",NA
"1260",2011,"Birmingham","Outsiderocketclubbroadst",NA
"1261",2011,"Birmingham","Outsidewalkaboutbroadstreet",NA
"1262",2011,"Birmingham","O'VelvetNightclubBroadStBirmingham",NA
"1263",2011,"Birmingham","Oxhillroad",NA
"1264",2011,"Birmingham","Pagodaisland",NA
"1265",2011,"Birmingham","Paradiseforum",NA
"1266",2011,"Birmingham","Paradiseforumcitycentrebirmingham",NA
"1267",2011,"Birmingham","Paradiseforumvictoriasquarebirmingham",NA
"1268",2011,"Birmingham","Pershorestcarpark",NA
"1269",2011,"Birmingham","Pershorestreetroadcitycentre",NA
"1270",2011,"Birmingham","Pershorestreetcitycentre",NA
"1271",2011,"Birmingham","Pizzahutnewstbirmingham",NA
"1272",2011,"Birmingham","Quigleyavenue",NA
"1273",2011,"Birmingham","Ragmarketcitycentre",NA
"1274",2011,"Birmingham","Reflexonbroadstreetbirmingham",NA
"1275",2011,"Birmingham","Regencywharf",NA
"1276",2011,"Birmingham","Risabarbirmingham",NA
"1277",2011,"Birmingham","Risabroadstreet",NA
"1278",2011,"Birmingham","Rookeryroadhandsworth",NA
"1279",2011,"Birmingham","Rottersleystreetbirmingham",NA
"1280",2011,"Birmingham","Rotundaislandcitycentre",NA
"1281",2011,"Birmingham","Sainsburyscolmorerow",NA
"1282",2011,"Birmingham","Sandringhamroad",NA
"1283",2011,"Birmingham","Sandwellhospital",NA
"1284",2011,"Birmingham","Senceinthearcadian",NA
"1285",2011,"Birmingham","Sensenightclubarcadiabirmingham",NA
"1286",2011,"Birmingham","Shadwellstreet",NA
"1287",2011,"Birmingham","Shakespearebarnewstreetstation",NA
"1288",2011,"Birmingham","Shakespearephnewststation",NA
"1289",2011,"Birmingham","Sheepcotestreetbirmingham",NA
"1290",2011,"Birmingham","Siohoroadhandsworth",NA
"1291",2011,"Birmingham","Sladeroaderdington",NA
"1292",2011,"Birmingham","Smallbrookqueensway",NA
"1293",2011,"Birmingham","Smallbrookqueensway",NA
"1294",2011,"Birmingham","Smallbrookqueensway",NA
"1295",2011,"Birmingham","Smallbrookqueensway",NA
"1296",2011,"Birmingham","Smallbrookqueenswaycitycentrebirmingham",NA
"1297",2011,"Birmingham","Smallbrookqueenswaycitycentre",NA
"1298",2011,"Birmingham","Smethwickend",NA
"1299",2011,"Birmingham","Sohohill",NA
"1300",2011,"Birmingham","Sohohillhandsworthbirmingham",NA
"1301",2011,"Birmingham","Sohoroad",NA
"1302",2011,"Birmingham","Sohoroad",NA
"1303",2011,"Birmingham","Sohoroad",NA
"1304",2011,"Birmingham","Sohoroad",NA
"1305",2011,"Birmingham","Sommerfieldparkwinsongreen",NA
"1306",2011,"Birmingham","Squarepegph",NA
"1307",2011,"Birmingham","Squarepegcorporationstreet",NA
"1308",2011,"Birmingham","Starcityaston",NA
"1309",2011,"Birmingham","Starcitybirmingham",NA
"1310",2011,"Birmingham","Starcitynechells",NA
"1311",2011,"Birmingham","Stationroadcitycentre",NA
"1312",2011,"Birmingham","Steelhouselane",NA
"1313",2011,"Birmingham","Steelhouselane",NA
"1314",2011,"Birmingham","Steelhouselane",NA
"1315",2011,"Birmingham","Steelhouselane",NA
"1316",2011,"Birmingham","Steelhouselane",NA
"1317",2011,"Birmingham","Steelhouselane",NA
"1318",2011,"Birmingham","Steelhouselane",NA
"1319",2011,"Birmingham","Steelhouselane",NA
"1320",2011,"Birmingham","Steelhouselanepolicestation",NA
"1321",2011,"Birmingham","Steelhouselanebirmingham",NA
"1322",2011,"Birmingham","Steelhouselanecitycentrebirmingham",NA
"1323",2011,"Birmingham","Stephensonst",NA
"1324",2011,"Birmingham","Stephensonstreet",NA
"1325",2011,"Birmingham","Stephensonstreetbirminghamcity",NA
"1326",2011,"Birmingham","Stephensonstreetcitycentre",NA
"1327",2011,"Birmingham","Stephensonsstreet",NA
"1328",2011,"Birmingham","Suffolkstqueensway",NA
"1329",2011,"Birmingham","Sugarsuitebroadstreet",NA
"1330",2011,"Birmingham","Summerlane",NA
"1331",2011,"Birmingham","Summerrow",NA
"1332",2011,"Birmingham","Templerow",NA
"1333",2011,"Birmingham","Templerow",NA
"1334",2011,"Birmingham","Tennantst",NA
"1335",2011,"Birmingham","Terraceroadhandsworth",NA
"1336",2011,"Birmingham","Tescoastonlane",NA
"1337",2011,"Birmingham","Tescospringhill",NA
"1338",2011,"Birmingham","Theparadesuttoncoldfield",NA
"1339",2011,"Birmingham","Theparadesuttoncoldfield",NA
"1340",2011,"Birmingham","Therampcorporationstbirmingham",NA
"1341",2011,"Birmingham","Theramp",NA
"1342",2011,"Birmingham","Thornhillroadbirmingham",NA
"1343",2011,"Birmingham","Thornhillroadhandsworth",NA
"1344",2011,"Birmingham","Thorpestathurstst",NA
"1345",2011,"Birmingham","Thorpestreet",NA
"1346",2011,"Birmingham","Trocaderopublichouseo/s",NA
"1347",2011,"Birmingham","Turnerspalletshayholeroad",NA
"1348",2011,"Birmingham","Upperdeanstreet",NA
"1349",2011,"Birmingham","Upperdeanstreetbirmingham",NA
"1350",2011,"Birmingham","Upperdeanstreetbirminghamcitycentre",NA
"1351",2011,"Birmingham","Upperdeanstreetcitycentre",NA
"1352",2011,"Birmingham","Upperparadesuttoncoldfield",NA
"1353",2011,"Birmingham","Upperparadesuttoncoldfield",NA
"1354",2011,"Birmingham","Victoriasquarebham",NA
"1355",2011,"Birmingham","Victoriasquarecitycentre",NA
"1356",2011,"Birmingham","Waiverleyparkhandsworth",NA
"1357",2011,"Birmingham","Walkaboutbarbroadst",NA
"1358",2011,"Birmingham","Walkaboutphbroadstbirmingham",NA
"1359",2011,"Birmingham","Walkaboutphbroadstreetbirmingham",NA
"1360",2011,"Birmingham","Walkaboutbroadstreet",NA
"1361",2011,"Birmingham","Walsallroadgreatbarr",NA
"1362",2011,"Birmingham","Walsallroadperrybarr",NA
"1363",2011,"Birmingham","Warfroadkingsnorton",NA
"1364",2011,"Birmingham","Warwardslane",NA
"1365",2011,"Birmingham","Washingtondrivehandsworthwood",NA
"1366",2011,"Birmingham","Washingtonstreet",NA
"1367",2011,"Birmingham","Waterlooroadsmethwick",NA
"1368",2011,"Birmingham","Waverhillparkhandsworth",NA
"1369",2011,"Birmingham","Waverhillroadhandsworth",NA
"1370",2011,"Birmingham","Wayentrancevillaground",NA
"1371",2011,"Birmingham","Wellingtonroad",NA
"1372",2011,"Birmingham","Wittonarms",NA
"1373",2011,"Birmingham","Wittonroad",NA
"1374",2011,"Birmingham","Wittonroad",NA
"1375",2011,"Birmingham","Wittonroadaston",NA
"1376",2011,"Birmingham","Wrottesleystreet",NA
"1377",2011,"Coventry","Primrosehillcoventry",NA
"1378",2011,"Coventry","Albanyroad",NA
"1379",2011,"Coventry","Aldbourneroad",NA
"1380",2011,"Coventry","Aldermansgreenroad",NA
"1381",2011,"Coventry","Allesleyoldroad",NA
"1382",2011,"Coventry","Almondtreeavenue",NA
"1383",2011,"Coventry","Arburyavecoventry",NA
"1384",2011,"Coventry","Arenacarparka444",NA
"1385",2011,"Coventry","Argylestcoventry",NA
"1386",2011,"Coventry","Armstrongavenuestoke",NA
"1387",2011,"Coventry","Ashorneclose",NA
"1388",2011,"Coventry","Attoxhallrd",NA
"1389",2011,"Coventry","Averleyroaddaimlergreen",NA
"1390",2011,"Coventry","Awsonstreet",NA
"1391",2011,"Coventry","Bandalssurgeryfoleshillroad",NA
"1392",2011,"Coventry","Bellgreenrdjunctiona444",NA
"1393",2011,"Coventry","Bellgreenroadcoventry",NA
"1394",2011,"Coventry","Bellgreenroadcoventry",NA
"1395",2011,"Coventry","Binleyroad",NA
"1396",2011,"Coventry","Binleyroad",NA
"1397",2011,"Coventry","Binleyroad",NA
"1398",2011,"Coventry","Binleyroad",NA
"1399",2011,"Coventry","Bishopstreet",NA
"1400",2011,"Coventry","Blackhorselane",NA
"1401",2011,"Coventry","Blytheroad",NA
"1402",2011,"Coventry","Bpgarageanstyroad",NA
"1403",2011,"Coventry","Bramblestcoventry",NA
"1404",2011,"Coventry","Braodparkroadcoventry",NA
"1405",2011,"Coventry","Bredonavecoventry",NA
"1406",2011,"Coventry","Broadgate",NA
"1407",2011,"Coventry","Bullyard",NA
"1408",2011,"Coventry","Bushberryavenue",NA
"1409",2011,"Coventry","Buttsroadcoventry",NA
"1410",2011,"Coventry","Cashslane",NA
"1411",2011,"Coventry","Cauldonroad",NA
"1412",2011,"Coventry","Charterave",NA
"1413",2011,"Coventry","Charteravecoventry",NA
"1414",2011,"Coventry","Chesterstreet",NA
"1415",2011,"Coventry","Chestertonroad",NA
"1416",2011,"Coventry","Cheveralavecoventry",NA
"1417",2011,"Coventry","Cliffbridgeroad",NA
"1418",2011,"Coventry","Cliftonstcoventry",NA
"1419",2011,"Coventry","Cocstreet",NA
"1420",2011,"Coventry","Communallandingatgeorgepoolehousecoventry",NA
"1421",2011,"Coventry","Comptonroad",NA
"1422",2011,"Coventry","Concoursenearmortimers",NA
"1423",2011,"Coventry","Cookst",NA
"1424",2011,"Coventry","Corporationst",NA
"1425",2011,"Coventry","Corporationstcoventry",NA
"1426",2011,"Coventry","Corporationstreet",NA
"1427",2011,"Coventry","Coundonroad",NA
"1428",2011,"Coventry","Coventry",NA
"1429",2011,"Coventry","Coventrycentralcells",NA
"1430",2011,"Coventry","Coventrycentralfrontoffice",NA
"1431",2011,"Coventry","Coventrycentralpolstn",NA
"1432",2011,"Coventry","Coventrycentralpolicestation",NA
"1433",2011,"Coventry","Coventrycentralpolicestation",NA
"1434",2011,"Coventry","Coventrycentralps",NA
"1435",2011,"Coventry","Coventrycentralps",NA
"1436",2011,"Coventry","Coventryrailwatstation",NA
"1437",2011,"Coventry","Coventryrailwaystation",NA
"1438",2011,"Coventry","Coventrytrainstation",NA
"1439",2011,"Coventry","Coxstreet",NA
"1440",2011,"Coventry","Crossroad",NA
"1441",2011,"Coventry","Devonshirearms",NA
"1442",2011,"Coventry","Duckhamcourt",NA
"1443",2011,"Coventry","Earlsdonhighstreet",NA
"1444",2011,"Coventry","Elmspubbirminghamroad",NA
"1445",2011,"Coventry","Fairfaxstreet",NA
"1446",2011,"Coventry","Fargosfordstreet",NA
"1447",2011,"Coventry","Fargosfordstreet",NA
"1448",2011,"Coventry","Farndaleave",NA
"1449",2011,"Coventry","Farndaleave",NA
"1450",2011,"Coventry","Foleshillrd",NA
"1451",2011,"Coventry","Foleshillroad",NA
"1452",2011,"Coventry","Foleshillroad",NA
"1453",2011,"Coventry","Foleshillroad",NA
"1454",2011,"Coventry","Foleshillroadcoventry",NA
"1455",2011,"Coventry","Fourpoundsavecoventry",NA
"1456",2011,"Coventry","Friarsroad",NA
"1457",2011,"Coventry","Frontofcoventrycentralpolicestation",NA
"1458",2011,"Coventry","Frontoffice",NA
"1459",2011,"Coventry","Frontoffice",NA
"1460",2011,"Coventry","Galabingopoolmeadow",NA
"1461",2011,"Coventry","Gosfordstreet",NA
"1462",2011,"Coventry","Gosfordstreet",NA
"1463",2011,"Coventry","Gosfordstreet",NA
"1464",2011,"Coventry","Greyfriarsstcoventry",NA
"1465",2011,"Coventry","Gulsonroadcoventry",NA
"1466",2011,"Coventry","Gulsonroadcoventry",NA
"1467",2011,"Coventry","Halest",NA
"1468",2011,"Coventry","Halesstreetcoventry",NA
"1469",2011,"Coventry","Hartfrodstreet",NA
"1470",2011,"Coventry","Haylestreet",NA
"1471",2011,"Coventry","Haylesstreet",NA
"1472",2011,"Coventry","Hedgefieldway",NA
"1473",2011,"Coventry","Heraldwaycoventry",NA
"1474",2011,"Coventry","Highstcoventry",NA
"1475",2011,"Coventry","Highstreet",NA
"1476",2011,"Coventry","Highstreet",NA
"1477",2011,"Coventry","Hillstreet",NA
"1478",2011,"Coventry","Hipswellhighway",NA
"1479",2011,"Coventry","Holmesdaleroad",NA
"1480",2011,"Coventry","Hurstroad",NA
"1481",2011,"Coventry","Ibishotel",NA
"1482",2011,"Coventry","Ikeacarpark",NA
"1483",2011,"Coventry","Ikeaplaza",NA
"1484",2011,"Coventry","Ironmongerrow",NA
"1485",2011,"Coventry","Jardinecrescent",NA
"1486",2011,"Coventry","Jardinecrescent",NA
"1487",2011,"Coventry","Jasrdinecrescent",NA
"1488",2011,"Coventry","Jdwetherspoonearlsdon",NA
"1489",2011,"Coventry","Jordanwell",NA
"1490",2011,"Coventry","Jordanwellcoventry",NA
"1491",2011,"Coventry","Jubileecresent",NA
"1492",2011,"Coventry","Kirbyroad",NA
"1493",2011,"Coventry","Ladylane",NA
"1494",2011,"Coventry","Lambethclose",NA
"1495",2011,"Coventry","Leaderclose",NA
"1496",2011,"Coventry","Lidiceplace",NA
"1497",2011,"Coventry","Lincolnstreetcoventry",NA
"1498",2011,"Coventry","Littlparkstreet",NA
"1499",2011,"Coventry","Littleparkstcoventry",NA
"1500",2011,"Coventry","Littleparkstcoventry",NA
"1501",2011,"Coventry","Littleparkstcoventry",NA
"1502",2011,"Coventry","Littleparkstreet",NA
"1503",2011,"Coventry","Littleparkstreet",NA
"1504",2011,"Coventry","Littleparkstreet",NA
"1505",2011,"Coventry","Littleparkstreet",NA
"1506",2011,"Coventry","Littleparkstreet",NA
"1507",2011,"Coventry","Littleparkstreet",NA
"1508",2011,"Coventry","Littleparkstreet",NA
"1509",2011,"Coventry","Littleparkstreet",NA
"1510",2011,"Coventry","Littleparkstreet",NA
"1511",2011,"Coventry","Londonroad",NA
"1512",2011,"Coventry","Londonroad",NA
"1513",2011,"Coventry","Longfordroad",NA
"1514",2011,"Coventry","Lowerfordst",NA
"1515",2011,"Coventry","Lowerfordstreet",NA
"1516",2011,"Coventry","Lowerholyheaddjtnwithsponst",NA
"1517",2011,"Coventry","Lowerholyheadrdcoventry",NA
"1518",2011,"Coventry","Lowerholyheadroadcoventry",NA
"1519",2011,"Coventry","Lowerprecinctcoventry",NA
"1520",2011,"Coventry","Mafo",NA
"1521",2011,"Coventry","Manorhousedrive",NA
"1522",2011,"Coventry","Marketway",NA
"1523",2011,"Coventry","Maryslessorst",NA
"1524",2011,"Coventry","Masserroad",NA
"1525",2011,"Coventry","Mcdonaldsrestauranta45coventry",NA
"1526",2011,"Coventry","Memorialparkcoventry",NA
"1527",2011,"Coventry","Middleride",NA
"1528",2011,"Coventry","Milelane",NA
"1529",2011,"Coventry","Milelane",NA
"1530",2011,"Coventry","Milleniumplace",NA
"1531",2011,"Coventry","Milleniumplace",NA
"1532",2011,"Coventry","Mintcasinokingwilliamstreet",NA
"1533",2011,"Coventry","Mirandaclose",NA
"1534",2011,"Coventry","Morrisroad",NA
"1535",2011,"Coventry","Motormuseum",NA
"1536",2011,"Coventry","Newunionst",NA
"1537",2011,"Coventry","Normanplaceroad",NA
"1538",2011,"Coventry","Northyroad",NA
"1539",2011,"Coventry","o/sCCFO",NA
"1540",2011,"Coventry","o/scoventrycentralpolicestation",NA
"1541",2011,"Coventry","o/sGosfordArms",NA
"1542",2011,"Coventry","Oakgosfordstreet",NA
"1543",2011,"Coventry","Outsidecoventrycentralps",NA
"1544",2011,"Coventry","Outsidefoleshillps",NA
"1545",2011,"Coventry","Outsidefrontofcoventrycentralpolicestation",NA
"1546",2011,"Coventry","Outsideheatbar",NA
"1547",2011,"Coventry","Outsidekasbars",NA
"1548",2011,"Coventry","Outsideofthejewsonstandrichoarenacoventry",NA
"1549",2011,"Coventry","Owenfordroad",NA
"1550",2011,"Coventry","Palmtreeavewoodend",NA
"1551",2011,"Coventry","Palmerlanecoventry",NA
"1552",2011,"Coventry","Palmerlanecoventry",NA
"1553",2011,"Coventry","Palmerlanecoventry",NA
"1554",2011,"Coventry","Penruddickdrivecoventry",NA
"1555",2011,"Coventry","Plymouthclose",NA
"1556",2011,"Coventry","Poolmeadow",NA
"1557",2011,"Coventry","Poolmeadowbusstation",NA
"1558",2011,"Coventry","Poolmeadowbusstn",NA
"1559",2011,"Coventry","Poolmeadow",NA
"1560",2011,"Coventry","Poolmeadowbusstation",NA
"1561",2011,"Coventry","Poolmeadowbusstation",NA
"1562",2011,"Coventry","Poppycourtremembranceroadwillenhallcoventry",NA
"1563",2011,"Coventry","Primrosehillst",NA
"1564",2011,"Coventry","Primrosehillstreet",NA
"1565",2011,"Coventry","Primrosehillstreet",NA
"1566",2011,"Coventry","Primrosehillstreetcoventry",NA
"1567",2011,"Coventry","Princethorpeway",NA
"1568",2011,"Coventry","Prioryfieldscoventry",NA
"1569",2011,"Coventry","Priorygardens",NA
"1570",2011,"Coventry","Priorystreet",NA
"1571",2011,"Coventry","Pumaway",NA
"1572",2011,"Coventry","Queenmary'sRoadFoleshillCoventry",NA
"1573",2011,"Coventry","Queenmarysroadcoventry",NA
"1574",2011,"Coventry","Queenvictoriaroad",NA
"1575",2011,"Coventry","Radfordroad",NA
"1576",2011,"Coventry","Radfordroad",NA
"1577",2011,"Coventry","Raglanstreet",NA
"1578",2011,"Coventry","Redlane",NA
"1579",2011,"Coventry","Remembranceroad",NA
"1580",2011,"Coventry","Richoareana",NA
"1581",2011,"Coventry","Richoareana",NA
"1582",2011,"Coventry","Richoarenacoventry",NA
"1583",2011,"Coventry","Ricoharena",NA
"1584",2011,"Coventry","Ricoharena",NA
"1585",2011,"Coventry","Ricoharena",NA
"1586",2011,"Coventry","Ridgethorpewillenhallcoventry",NA
"1587",2011,"Coventry","Rileyssquarebellgreen",NA
"1588",2011,"Coventry","Ringrd",NA
"1589",2011,"Coventry","Riverwalkwalkwoodend",NA
"1590",2011,"Coventry","Rolandavenueholbrookscoventry",NA
"1591",2011,"Coventry","Rotherhanmroad",NA
"1592",2011,"Coventry","Sainsburystrinitystcoventry",NA
"1593",2011,"Coventry","Scotslane",NA
"1594",2011,"Coventry","Sewallhighway",NA
"1595",2011,"Coventry","Sewallhighway",NA
"1596",2011,"Coventry","Sewallhighwaycoventry",NA
"1597",2011,"Coventry","Silverstreetcoventry",NA
"1598",2011,"Coventry","Skyblueway",NA
"1599",2011,"Coventry","Skydome",NA
"1600",2011,"Coventry","Skydome",NA
"1601",2011,"Coventry","Skydome",NA
"1602",2011,"Coventry","Skydome",NA
"1603",2011,"Coventry","Skydome",NA
"1604",2011,"Coventry","Skydome",NA
"1605",2011,"Coventry","Skydome",NA
"1606",2011,"Coventry","Skydome",NA
"1607",2011,"Coventry","Skydomeconcourse",NA
"1608",2011,"Coventry","Skydomeconcourse",NA
"1609",2011,"Coventry","Skydomeconcourse",NA
"1610",2011,"Coventry","Skydomeconcourse",NA
"1611",2011,"Coventry","Skydomeconcourse",NA
"1612",2011,"Coventry","Skydomeconcoursecovenmtry",NA
"1613",2011,"Coventry","Skydomeconcoursecoventry",NA
"1614",2011,"Coventry","Skydomeconcourse",NA
"1615",2011,"Coventry","Skydomecoventry",NA
"1616",2011,"Coventry","Skydomecoventrycitycentre",NA
"1617",2011,"Coventry","Skydome",NA
"1618",2011,"Coventry","Skydome",NA
"1619",2011,"Coventry","Skydome",NA
"1620",2011,"Coventry","Skydome",NA
"1621",2011,"Coventry","Skydome",NA
"1622",2011,"Coventry","Skydome",NA
"1623",2011,"Coventry","Skydome",NA
"1624",2011,"Coventry","Skydome",NA
"1625",2011,"Coventry","Skydome",NA
"1626",2011,"Coventry","Skydomecoventry",NA
"1627",2011,"Coventry","Skydomecarpark",NA
"1628",2011,"Coventry","Skydomecarpark",NA
"1629",2011,"Coventry","Skydomecomplex",NA
"1630",2011,"Coventry","Skydomecomplex",NA
"1631",2011,"Coventry","Skydomecomplex",NA
"1632",2011,"Coventry","Skydomecomplexcoventry",NA
"1633",2011,"Coventry","Skydomeconcourse",NA
"1634",2011,"Coventry","Skydomeconcourse",NA
"1635",2011,"Coventry","Skydomeconcourse",NA
"1636",2011,"Coventry","Skydomeconcourse",NA
"1637",2011,"Coventry","Skydomeconcourse",NA
"1638",2011,"Coventry","Skydomeconcourse",NA
"1639",2011,"Coventry","Skydomeconcourse",NA
"1640",2011,"Coventry","Skydomeconcourse",NA
"1641",2011,"Coventry","Skydomeconcourse",NA
"1642",2011,"Coventry","Skydomeconcourse",NA
"1643",2011,"Coventry","Skydomeconcourse",NA
"1644",2011,"Coventry","Skydomeconcourse",NA
"1645",2011,"Coventry","Skydomeconcourse",NA
"1646",2011,"Coventry","Skydomeconcourse",NA
"1647",2011,"Coventry","Skydomeconcourse",NA
"1648",2011,"Coventry","Skydomeconcoursecoventry",NA
"1649",2011,"Coventry","Skydomeconcourse",NA
"1650",2011,"Coventry","Skydomecoventry",NA
"1651",2011,"Coventry","Skydomecoventry",NA
"1652",2011,"Coventry","Skydomecoventrycitycentre",NA
"1653",2011,"Coventry","Skydomecoventry",NA
"1654",2011,"Coventry","Skydomecoventry",NA
"1655",2011,"Coventry","Sorellclose",NA
"1656",2011,"Coventry","Southbankroadcoventry",NA
"1657",2011,"Coventry","Spomstcoventry",NA
"1658",2011,"Coventry","Sponend",NA
"1659",2011,"Coventry","Sponendcoventry",NA
"1660",2011,"Coventry","Sponstcoventry",NA
"1661",2011,"Coventry","Sponstcoventry",NA
"1662",2011,"Coventry","Sponstcoventry",NA
"1663",2011,"Coventry","Sponstcoventry",NA
"1664",2011,"Coventry","Sponstcoventry",NA
"1665",2011,"Coventry","Sponstcoventry",NA
"1666",2011,"Coventry","Sponstcoventry",NA
"1667",2011,"Coventry","Sponstcoventry",NA
"1668",2011,"Coventry","Sponstcoventry",NA
"1669",2011,"Coventry","Sponstreet",NA
"1670",2011,"Coventry","Sponstreet",NA
"1671",2011,"Coventry","Sponstreet",NA
"1672",2011,"Coventry","Sponstreet",NA
"1673",2011,"Coventry","Sponstreet",NA
"1674",2011,"Coventry","Sponstreet",NA
"1675",2011,"Coventry","Stgeorgesroad",NA
"1676",2011,"Coventry","Stgeorgesroadstoke",NA
"1677",2011,"Coventry","Stlukesroadcoventry",NA
"1678",2011,"Coventry","Stonetstantonroadpolicestation",NA
"1679",2011,"Coventry","Stoneystantonroadpolicestationcoventry",NA
"1680",2011,"Coventry","Swanswellpark",NA
"1681",2011,"Coventry","Tachbrookclose",NA
"1682",2011,"Coventry","Tarquinclosecoventry",NA
"1683",2011,"Coventry","Terryroad",NA
"1684",2011,"Coventry","Terryroadcoventry",NA
"1685",2011,"Coventry","Thebullyardcitycentre",NA
"1686",2011,"Coventry","Thebullyard",NA
"1687",2011,"Coventry","Theburges",NA
"1688",2011,"Coventry","Theburgess",NA
"1689",2011,"Coventry","Theburgess",NA
"1690",2011,"Coventry","Theburgess",NA
"1691",2011,"Coventry","Thebuttscoventry",NA
"1692",2011,"Coventry","Thebuttsretreatph",NA
"1693",2011,"Coventry","Thecroftlongford",NA
"1694",2011,"Coventry","Theforummedicalcentrecoventry",NA
"1695",2011,"Coventry","Thimblerroad",NA
"1696",2011,"Coventry","Tilehilllanecoventry",NA
"1697",2011,"Coventry","Torringtonavenue",NA
"1698",2011,"Coventry","Trinitypointlink",NA
"1699",2011,"Coventry","Trinitystreet",NA
"1700",2011,"Coventry","Trinitystreet",NA
"1701",2011,"Coventry","Trinitystreet",NA
"1702",2011,"Coventry","Trinitystreetcitycentrecoventry",NA
"1703",2011,"Coventry","Universityhospital",NA
"1704",2011,"Coventry","Universityhospital",NA
"1705",2011,"Coventry","Universityhospitalcoventry",NA
"1706",2011,"Coventry","Unniversityofwarwickcoventry",NA
"1707",2011,"Coventry","Uppersponst",NA
"1708",2011,"Coventry","Vinestreet",NA
"1709",2011,"Coventry","Vinestreet",NA
"1710",2011,"Coventry","Vinecoteroad",NA
"1711",2011,"Coventry","Wallacerd",NA
"1712",2011,"Coventry","Walsgravehospital",NA
"1713",2011,"Coventry","Warwickrow",NA
"1714",2011,"Coventry","Warwickuniversity",NA
"1715",2011,"Coventry","Westorchard",NA
"1716",2011,"Coventry","Westorchardscirculatoryroad",NA
"1717",2011,"Coventry","Whitestreet",NA
"1718",2011,"Coventry","Willenhalllanecoventry",NA
"1719",2011,"Coventry","Willenhallpolicestationfrontoffice",NA
"1720",2011,"Coventry","Willenhallps",NA
"1721",2011,"Coventry","Winnalthorpe",NA
